vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
moto,Honda,CRF,2019,5,73680,hybrid,manual,250,medium,"engine overheating, coolant overflow, coolant level dropping, white smoke from exhaust",4,Radiator crack,Replace radiator,2077,3515
car,Kia,Rio,2007,17,145705,petrol,manual,2500,low,"check engine light, high fuel consumption",2,Failed O2 sensor,Replace oxygen sensor,894,1639
car,Mercedes,Sprinter,2013,11,60734,diesel,manual,2500,critical,"difficulty starting, rough idle, loss of power",3,Spark plug electrode wear,Replace spark plugs,781,1563
car,Dacia,Logan,2017,7,171058,diesel,automatic,2000,medium,"gear slipping, transmission jerking, difficulty changing gears",3,Gearbox bearing wear,Repair gearbox,5856,10875
truck,Isuzu,N-Series,2006,18,164227,hybrid,manual,5000,critical,"rough idle, loss of power, engine overheating, coolant level dropping",4,Blown head gasket,Replace head gasket,14579,25514
truck,Ford,Ranger,2020,4,173888,hybrid,manual,6000,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,520,953
car,Ford,Focus,2022,2,241649,hybrid,automatic,2200,medium,"noise when braking, brake pedal vibration",2,Disc surface wear,Replace brake discs,2259,3766
car,Ford,Transit,2018,6,259676,petrol,automatic,2200,low,clunking when turning,1,Ball joint socket failure,Replace ball joint,1216,2128
car,Mercedes,A-Class,2007,17,106556,petrol,manual,2500,high,"engine overheating, rough idle, high fuel consumption",3,Stuck thermostat,Replace thermostat,1138,2023
car,Mercedes,E-Class,2007,17,313593,petrol,automatic,1000,high,"clunking when turning, vehicle wanders on road, excessive bouncing",3,Shock absorber oil leak,Replace shock absorbers,3386,5849
bus,Isuzu,NQR,2008,16,175351,diesel,automatic,8000,high,"check engine light, rough idle, loss of power, engine knocking noise",4,Timing belt wear,Replace timing belt,3532,6249
car,Renault,Kangoo,2024,0,43775,diesel,automatic,2500,medium,"brake pedal feels soft, burning smell, car pulls to one side",3,Seized caliper,Replace brake caliper,1327,2388
car,Toyota,Yaris,2005,19,313781,petrol,automatic,1000,medium,"suspension noise, clunking when turning, vehicle wanders on road",3,Ball joint wear,Replace ball joint,1808,3165
car,Toyota,Hilux,2019,5,63694,diesel,manual,2200,low,"noise when braking, brake pedal vibration",2,Warped brake disc,Replace brake discs,1495,2492
bus,Volvo,FMX,2006,18,55314,hybrid,manual,8000,low,"clunking when turning, vehicle wanders on road",2,Ball joint socket failure,Replace ball joint,1094,1915
truck,Ford,Ranger,2015,9,68216,diesel,automatic,5000,high,"coolant overflow, white smoke from exhaust",2,Radiator corrosion,Replace radiator,2646,4479
car,Dacia,Sandero,2012,12,48970,hybrid,manual,1600,critical,"difficulty changing gears, burning smell, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,5849,10236
car,Hyundai,i30,2013,11,138373,hybrid,manual,2000,critical,"high fuel consumption, engine overheating",2,Stuck thermostat,Replace thermostat,1340,2383
moto,Yamaha,FZ6,2010,14,116175,hybrid,manual,700,medium,"vehicle wanders on road, excessive bouncing, clunking when turning",3,Ball joint wear,Replace ball joint,1492,2611
car,Dacia,Lodgy,2018,6,89681,hybrid,automatic,2500,medium,engine knocking noise,1,Timing belt wear,Replace timing belt,1959,3465
truck,Isuzu,Forward,2005,19,134504,diesel,manual,6000,high,engine overheating,1,Stuck thermostat,Replace thermostat,1061,1887
car,Renault,Kangoo,2014,10,35533,diesel,manual,1800,medium,"excessive bouncing, clunking when turning",2,Ball joint socket failure,Replace ball joint,1239,2169
car,Mercedes,E-Class,2021,3,292370,diesel,manual,1800,low,"engine overheating, coolant overflow, coolant level dropping",3,Radiator crack,Replace radiator,1946,3294
car,Mercedes,Sprinter,2023,1,205443,diesel,manual,1200,critical,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,852,1563
car,Toyota,Yaris,2021,3,83982,petrol,automatic,1200,high,"battery warning light, difficulty starting",2,Dead battery,Replace battery,1252,2087
moto,Yamaha,MT-07,2024,0,288326,hybrid,manual,250,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,799,1466
car,BMW,X3,2009,15,257882,hybrid,automatic,2200,critical,"check engine light, difficulty starting",2,Dead battery,Replace battery,2373,3956
moto,Yamaha,FZ6,2009,15,335669,petrol,manual,250,low,"noise when braking, brake pedal vibration",2,Brake pad degradation,Replace brake pads,1018,1867
car,Kia,Sportage,2005,19,230672,diesel,manual,1000,medium,"noise when braking, brake pedal feels soft, car pulls to one side",3,Brake pad degradation,Replace brake pads,1266,2322
car,Dacia,Duster,2007,17,333017,petrol,manual,1800,critical,"coolant level dropping, engine overheating, rough idle",3,Blown head gasket,Replace head gasket,15692,27462
car,BMW,X5,2023,1,319356,hybrid,manual,1800,medium,"rough idle, high fuel consumption, fuel smell, black smoke from exhaust",4,Clogged fuel injector,Replace fuel injectors,2082,3956
moto,Honda,CRF,2006,18,341841,hybrid,automatic,600,critical,"dim headlights, difficulty starting, battery warning light, check engine light",4,Battery cell failure,Replace battery,2660,4434
truck,Mercedes,Vito,2015,9,30156,hybrid,automatic,3500,medium,"dim headlights, difficulty starting, battery warning light",3,Battery cell failure,Replace battery,954,1590
car,Toyota,RAV4,2006,18,311991,petrol,manual,1800,medium,"difficulty changing gears, transmission jerking",2,Gearbox bearing wear,Repair gearbox,9007,16728
moto,Yamaha,R3,2018,6,326365,diesel,manual,600,medium,"clunking when turning, vehicle wanders on road, suspension noise",3,Ball joint socket failure,Replace ball joint,1696,2968
moto,Honda,Forza,2009,15,348839,diesel,automatic,250,medium,"difficulty starting, battery warning light",2,Dead battery,Replace battery,1428,2380
moto,Yamaha,R3,2014,10,128704,diesel,automatic,600,high,"loss of power, difficulty changing gears, gear slipping",3,Gearbox synchronizer failure,Repair gearbox,7708,14315
moto,Honda,PCX,2018,6,272307,diesel,automatic,125,medium,"car pulls to one side, brake pedal feels soft",2,Seized caliper,Replace brake caliper,2147,3865
moto,Honda,PCX,2018,6,116431,diesel,automatic,250,low,"check engine light, engine knocking noise, rough idle, loss of power",4,Timing belt tensioner failure,Replace timing belt,1540,2725
truck,Isuzu,D-Max,2021,3,226446,hybrid,manual,3000,medium,"dim headlights, battery warning light",2,Alternator belt wear,Replace alternator,2403,4206
car,Mercedes,Vito,2009,15,122201,hybrid,manual,1800,high,noise when braking,1,Worn brake pads,Replace brake pads,1359,2492
truck,Mercedes,Sprinter,2013,11,243442,hybrid,manual,6000,high,"difficulty starting, rough idle, engine overheating",3,Thermostat valve failure,Replace thermostat,1266,2250
car,Toyota,RAV4,2012,12,293723,diesel,manual,1400,critical,"suspension noise, vehicle wanders on road, clunking when turning",3,Ball joint socket failure,Replace ball joint,2915,5102
car,Kia,Rio,2012,12,147446,petrol,automatic,1600,medium,"engine overheating, rough idle",2,Thermostat valve failure,Replace thermostat,847,1507
bus,Mercedes,A-Class,2011,13,303769,hybrid,automatic,7000,critical,"excessive bouncing, vehicle wanders on road, clunking when turning",3,Ball joint wear,Replace ball joint,3093,5412
car,Volkswagen,Golf,2020,4,60579,diesel,manual,2200,critical,"AC making noise, burning smell, electrical accessories failing, AC not cooling well",4,Compressor clutch wear,Replace AC compressor,6739,12130
moto,Yamaha,XT660,2008,16,267680,diesel,manual,125,low,"difficulty starting, dim headlights, battery warning light",3,Dead battery,Replace battery,1094,1823
truck,Isuzu,NPR,2011,13,181840,petrol,manual,4000,high,"noise when braking, car pulls to one side, burning smell",3,Caliper hydraulic leak,Replace brake caliper,2494,4489
car,BMW,Serie 5,2024,0,227159,hybrid,automatic,2500,critical,"AC not cooling well, AC making noise",2,Compressor clutch wear,Replace AC compressor,8164,14696
car,Toyota,Hilux,2010,14,315345,hybrid,automatic,1600,critical,AC not cooling well,1,AC gas leak,Refill AC refrigerant,1142,2094
bus,Mercedes,E-Class,2010,14,326512,diesel,manual,5000,high,"AC not cooling well, burning smell, AC making noise",3,AC compressor failure,Replace AC compressor,7163,12894
car,Peugeot,208,2017,7,285501,petrol,automatic,2000,medium,"rough idle, high fuel consumption",2,Spark plug electrode wear,Replace spark plugs,591,1183
car,Kia,Cerato,2011,13,81729,petrol,automatic,1000,medium,"high fuel consumption, rough idle, difficulty starting, engine stalls",4,Spark plug electrode wear,Replace spark plugs,476,952
car,Toyota,RAV4,2016,8,217044,petrol,automatic,2000,critical,"difficulty starting, engine overheating",2,Stuck thermostat,Replace thermostat,1422,2528
bus,Volvo,FMX,2005,19,13868,petrol,manual,7000,low,"coolant overflow, coolant level dropping, engine overheating",3,Radiator corrosion,Replace radiator,1561,2642
moto,Yamaha,R3,2014,10,75778,petrol,manual,125,medium,"rough idle, difficulty starting",2,Fouled spark plugs,Replace spark plugs,487,974
car,Peugeot,Expert,2005,19,308853,diesel,manual,1000,high,"engine overheating, coolant level dropping",2,Cracked coolant hose,Fix coolant leak,1863,3417
car,Renault,Kangoo,2006,18,97322,hybrid,automatic,1800,medium,"vehicle wanders on road, suspension noise",2,Ball joint socket failure,Replace ball joint,1558,2727
car,Volkswagen,Passat,2021,3,168448,diesel,automatic,2200,medium,"car pulls to one side, burning smell, noise when braking",3,Caliper hydraulic leak,Replace brake caliper,1612,2902
car,Volkswagen,Polo,2006,18,206726,diesel,manual,2500,high,"rough idle, loss of power, engine knocking noise",3,Timing belt wear,Replace timing belt,3807,6736
car,Ford,Transit,2017,7,117882,petrol,automatic,1400,high,"high fuel consumption, engine overheating",2,Stuck thermostat,Replace thermostat,1038,1846
car,Ford,Kuga,2020,4,219639,petrol,automatic,2500,medium,"engine overheating, coolant overflow, coolant level dropping",3,Radiator corrosion,Replace radiator,2229,3772
bus,Volvo,9700,2011,13,72739,petrol,automatic,6000,high,"noise when braking, car pulls to one side, burning smell",3,Seized caliper,Replace brake caliper,2115,3807
moto,Yamaha,R3,2018,6,75789,petrol,manual,600,medium,"rough idle, engine knocking noise, loss of power, check engine light",4,Timing belt wear,Replace timing belt,2174,3846
car,Toyota,Land Cruiser,2021,3,195210,diesel,manual,2000,critical,"dim headlights, difficulty starting, battery warning light",3,Dead battery,Replace battery,1727,2879
truck,Ford,Focus,2012,12,19682,hybrid,manual,4000,low,"engine knocking noise, black smoke from exhaust",2,Timing belt tensioner failure,Replace timing belt,1636,2894
car,Renault,Symbol,2018,6,275795,diesel,manual,2200,critical,"rough idle, engine knocking noise",2,Timing belt tensioner failure,Replace timing belt,4425,7830
moto,Yamaha,MT-07,2017,7,35386,hybrid,automatic,250,critical,"gear slipping, difficulty changing gears",2,Gearbox synchronizer failure,Repair gearbox,9284,17242
car,Renault,Duster,2022,2,41819,hybrid,automatic,1600,low,"transmission jerking, burning smell, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,2055,3596
car,Kia,Cerato,2010,14,308272,petrol,manual,1800,critical,"engine overheating, white smoke from exhaust, rough idle",3,Blown head gasket,Replace head gasket,14533,25433
bus,Isuzu,Forward,2021,3,196478,petrol,manual,7000,medium,clutch slipping,1,Clutch pressure plate failure,Replace clutch kit,3503,6130
car,Hyundai,i20,2008,16,321790,diesel,automatic,1400,high,"engine knocking noise, oil stain under vehicle",2,Valve cover gasket leak,Fix oil leak,2537,4758
car,Hyundai,i20,2006,18,265859,hybrid,automatic,2000,high,"vehicle wanders on road, excessive bouncing, suspension noise",3,Shock absorber oil leak,Replace shock absorbers,3527,6093
moto,Honda,CB500,2020,4,16807,hybrid,automatic,125,high,"engine overheating, white smoke from exhaust, coolant overflow, coolant level dropping",4,Radiator corrosion,Replace radiator,2269,3841
car,Dacia,Dokker,2008,16,253971,petrol,manual,2500,low,"loss of power, high fuel consumption, rough idle, difficulty starting",4,Fouled spark plugs,Replace spark plugs,484,969
car,Peugeot,208,2021,3,203755,petrol,manual,2000,low,"rough idle, high fuel consumption, engine stalls",3,Spark plug electrode wear,Replace spark plugs,406,813
car,Hyundai,i30,2024,0,344707,hybrid,automatic,1400,medium,"burning smell, oil stain under vehicle",2,Oil pan seal failure,Fix oil leak,1580,2964
car,Kia,Sportage,2012,12,119870,petrol,automatic,1000,medium,"transmission jerking, clutch slipping, difficulty changing gears",3,Worn clutch disc,Replace clutch kit,3783,6620
car,Kia,Sportage,2005,19,147954,hybrid,manual,2500,critical,"burning smell, AC not cooling well, AC making noise",3,Compressor clutch wear,Replace AC compressor,8620,15516
moto,Honda,CBR600,2008,16,91624,petrol,manual,600,medium,"engine overheating, sweet smell from engine bay, coolant overflow",3,Radiator pinhole leak,Fix coolant leak,1010,1852
bus,Isuzu,N-Series,2019,5,34463,diesel,automatic,7000,medium,difficulty starting,1,Dead battery,Replace battery,882,1470
moto,Yamaha,XT660,2020,4,230377,hybrid,manual,600,critical,"difficulty changing gears, clutch slipping, transmission jerking",3,Clutch pressure plate failure,Replace clutch kit,6017,10531
moto,Yamaha,MT-07,2006,18,269900,hybrid,manual,400,low,"engine overheating, high fuel consumption, difficulty starting",3,Stuck thermostat,Replace thermostat,798,1420
truck,Mercedes,E-Class,2019,5,88734,diesel,automatic,4000,high,"sweet smell from engine bay, coolant level dropping",2,Radiator pinhole leak,Fix coolant leak,1147,2103
truck,Ford,Transit,2020,4,296436,petrol,manual,5000,high,"coolant overflow, coolant level dropping, engine overheating",3,Radiator crack,Replace radiator,3681,6229
car,Ford,Focus,2023,1,280879,diesel,manual,1400,low,"high fuel consumption, engine overheating",2,Stuck thermostat,Replace thermostat,641,1141
truck,Isuzu,D-Max,2014,10,25781,hybrid,automatic,3000,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,446,817
car,Toyota,Corolla,2014,10,21187,hybrid,automatic,1000,high,"suspension noise, excessive bouncing",2,Shock absorber oil leak,Replace shock absorbers,2288,3952
moto,Honda,CRF,2019,5,168520,hybrid,automatic,700,medium,"car pulls to one side, brake pedal feels soft",2,Seized caliper,Replace brake caliper,1647,2966
moto,Honda,Forza,2008,16,37830,hybrid,manual,700,critical,"burning smell, clutch slipping",2,Worn clutch disc,Replace clutch kit,5574,9756
truck,Isuzu,Forward,2021,3,326475,hybrid,manual,4000,medium,"engine overheating, white smoke from exhaust",2,Blown head gasket,Replace head gasket,8512,14897
car,Renault,Symbol,2009,15,143941,diesel,automatic,1200,medium,"oil stain under vehicle, low oil level warning",2,Valve cover gasket leak,Fix oil leak,1599,2999
car,BMW,X3,2014,10,114486,hybrid,manual,1800,low,"rough idle, check engine light",2,Failed O2 sensor,Replace oxygen sensor,796,1460
car,Renault,Clio,2012,12,42117,diesel,manual,1800,medium,"black smoke from exhaust, high fuel consumption, fuel smell, rough idle",4,Clogged fuel injector,Replace fuel injectors,1509,2867
bus,Isuzu,N-Series,2018,6,180182,petrol,manual,7000,medium,"vehicle wanders on road, clunking when turning, excessive bouncing",3,Ball joint wear,Replace ball joint,1563,2735
car,Volkswagen,Passat,2023,1,158959,hybrid,manual,1000,high,"battery warning light, difficulty starting, dim headlights",3,Battery cell failure,Replace battery,1391,2318
truck,Isuzu,D-Max,2017,7,102529,diesel,manual,6000,high,"engine overheating, white smoke from exhaust",2,Radiator crack,Replace radiator,3029,5126
car,Peugeot,208,2015,9,267008,hybrid,manual,1800,low,"burning smell, oil stain under vehicle",2,Oil pan seal failure,Fix oil leak,1368,2565
car,Toyota,Yaris,2017,7,161509,hybrid,automatic,2000,low,"vehicle wanders on road, clunking when turning, suspension noise",3,Ball joint socket failure,Replace ball joint,1101,1928
car,Hyundai,i30,2014,10,68460,diesel,automatic,2000,high,"brake pedal feels soft, car pulls to one side",2,Seized caliper,Replace brake caliper,2215,3988
