vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
bus,Isuzu,NPR,2012,12,267650,petrol,automatic,5000,medium,"burning smell, AC clutch not engaging, AC not cooling",3,Compressor clutch wear,Replace AC compressor,5317,9571
car,Hyundai,Tucson,2013,11,43563,diesel,manual,2200,high,car does not start,1,Battery cell failure,Replace battery,1213,2021
car,Peugeot,208,2016,8,304060,diesel,automatic,1400,low,"engine slow to warm up, heater not working, poor fuel consumption",3,Thermostat valve failure,Replace thermostat,742,1320
car,Peugeot,Expert,2014,10,33608,petrol,manual,1400,medium,oil stain under car,1,Oil pan seal failure,Fix oil leak,1262,2367
truck,Mercedes,E-Class,2007,17,280752,hybrid,manual,3000,medium,dim headlights,1,Dead battery,Replace battery,1419,2365
truck,Ford,Fiesta,2016,8,208967,petrol,automatic,3000,high,"AC not cooling, AC compressor noise, burning smell, AC clutch not engaging",4,AC compressor failure,Replace AC compressor,6279,11303
car,Hyundai,i10,2021,3,216224,diesel,manual,2500,critical,"ticking noise from engine top, engine wont start suddenly",2,Timing belt wear,Replace timing belt,4261,7540
moto,Honda,CBR600,2019,5,216196,petrol,automatic,700,high,"car does not start, difficulty starting, battery warning light",3,Battery cell failure,Replace battery,1510,2517
car,Renault,Symbol,2014,10,15870,petrol,automatic,1000,high,"transmission jerking, gear pops out, gear slipping",3,Gearbox bearing wear,Repair gearbox,7285,13530
bus,Volvo,FH16,2019,5,303417,hybrid,automatic,6000,critical,"battery warning light, car does not start",2,Battery cell failure,Replace battery,2151,3586
car,Volkswagen,Passat,2019,5,80570,hybrid,automatic,1600,medium,"suspension noise, brake pedal vibration, squeaking brakes",3,Brake pad degradation,Replace brake pads,972,1783
moto,Honda,Forza,2010,14,256490,hybrid,automatic,400,high,"battery drains while driving, alternator warning light",2,Alternator belt wear,Replace alternator,3195,5592
truck,Mercedes,C-Class,2010,14,195909,hybrid,automatic,4000,high,"hard to start when cold, rough idle at startup, poor fuel consumption, engine misfires",4,Spark plug electrode wear,Replace spark plugs,850,1700
moto,Honda,CB500,2018,6,329924,hybrid,manual,250,high,"brake pedal vibration, grinding brake noise, brake vibration at high speed",3,Warped brake disc,Replace brake discs,3328,5548
car,Ford,Transit,2020,4,135214,petrol,automatic,1400,medium,"transmission jerking, gear pops out, gear slipping",3,Gearbox synchronizer failure,Repair gearbox,6020,11180
moto,Honda,Forza,2017,7,262919,hybrid,manual,250,low,"steering wheel vibration, grinding brake noise",2,Disc surface wear,Replace brake discs,1749,2916
moto,Yamaha,FZ6,2023,1,227295,diesel,manual,700,high,alternator warning light,1,Alternator failure,Replace alternator,2950,5163
truck,Ford,Focus,2023,1,27042,petrol,automatic,6000,low,"brake pedal vibration, car pulls to one side when braking",2,Caliper hydraulic leak,Replace brake caliper,1107,1993
moto,Honda,CBR600,2017,7,28711,hybrid,manual,600,low,"poor fuel consumption, check engine light on, failed emissions test, black smoke from exhaust",4,Failed O2 sensor,Replace oxygen sensor,680,1247
moto,Honda,PCX,2005,19,188711,petrol,manual,125,medium,"ticking noise from engine top, engine wont start suddenly",2,Timing belt wear,Replace timing belt,2763,4889
car,Peugeot,308,2023,1,110507,hybrid,manual,2200,low,AC weak airflow,1,Low refrigerant,Refill AC refrigerant,380,697
car,Ford,Ranger,2018,6,191618,hybrid,manual,1200,critical,grinding brake noise,1,Disc surface wear,Replace brake discs,3677,6129
car,BMW,X5,2012,12,132566,hybrid,manual,1000,low,white smoke from exhaust,1,Blown head gasket,Replace head gasket,5213,9123
car,Kia,Picanto,2013,11,144997,diesel,automatic,1200,medium,"white smoke from exhaust, engine overheating, milky oil on dipstick, coolant loss",4,Blown head gasket,Replace head gasket,7558,13226
moto,Yamaha,NMAX,2024,0,72934,hybrid,automatic,125,low,"battery warning light, dim headlights",2,Dead battery,Replace battery,722,1204
car,Mercedes,E-Class,2010,14,149537,diesel,automatic,1400,medium,"clunking noise when turning, front end wandering",2,Ball joint wear,Replace ball joint,1448,2535
truck,Ford,Ranger,2023,1,211884,petrol,automatic,4000,medium,"squeaking brakes, brake pedal soft, suspension noise",3,Brake pad degradation,Replace brake pads,985,1806
car,Kia,Sportage,2018,6,159245,hybrid,manual,1400,medium,"coolant level dropping, engine overheating, coolant puddle under car",3,Cracked coolant hose,Fix coolant leak,1083,1985
car,Volkswagen,Polo,2017,7,153383,diesel,automatic,2500,low,"rough idle at startup, poor fuel consumption, engine misfires",3,Fouled spark plugs,Replace spark plugs,386,772
car,Peugeot,308,2015,9,196502,diesel,manual,1400,high,milky oil on dipstick,1,Overheating damage to gasket,Replace head gasket,10688,18705
car,Ford,Fiesta,2019,5,26192,diesel,manual,1600,medium,"black smoke from exhaust, failed emissions test, poor fuel consumption",3,O2 sensor contamination,Replace oxygen sensor,884,1622
moto,Honda,Forza,2010,14,92387,petrol,manual,700,medium,coolant puddle under car,1,Cracked coolant hose,Fix coolant leak,1114,2044
bus,Volvo,FH16,2022,2,14350,petrol,manual,8000,high,"rough idle, white smoke from exhaust, milky oil on dipstick, engine overheating",4,Blown head gasket,Replace head gasket,7127,12472
car,Toyota,RAV4,2010,14,283927,diesel,automatic,2500,low,"brake vibration at high speed, brake pedal vibration",2,Warped brake disc,Replace brake discs,2129,3549
moto,Yamaha,R3,2018,6,135675,diesel,manual,700,high,"engine overheating, sweet smell from engine, coolant puddle under car",3,Cracked coolant hose,Fix coolant leak,1364,2502
car,Hyundai,Santa Fe,2024,0,120551,diesel,automatic,1600,critical,"brake pedal vibration, squeaking brakes",2,Worn brake pads,Replace brake pads,1707,3130
car,Renault,Clio,2014,10,79052,petrol,automatic,1800,low,battery drains while driving,1,Alternator belt wear,Replace alternator,1458,2551
bus,Volvo,FH16,2006,18,279266,hybrid,manual,7000,critical,engine hesitation on acceleration,1,Injector seal failure,Replace fuel injectors,4123,7834
car,Toyota,RAV4,2009,15,26781,diesel,automatic,2500,medium,"battery drains while driving, alternator warning light",2,Alternator belt wear,Replace alternator,1907,3338
car,BMW,X3,2024,0,134235,hybrid,manual,2000,high,engine wont start suddenly,1,Timing belt wear,Replace timing belt,2860,5060
moto,Honda,CRF,2016,8,21022,diesel,manual,250,critical,"grinding noise when shifting, transmission jerking, gear slipping",3,Gearbox synchronizer failure,Repair gearbox,8827,16394
car,Kia,Picanto,2024,0,197810,diesel,automatic,2500,critical,milky oil on dipstick,1,Blown head gasket,Replace head gasket,11542,20198
moto,Yamaha,XT660,2019,5,25568,diesel,automatic,600,low,"oil stain under car, blue smoke from exhaust, low oil level warning, oil burning smell",4,Oil pan seal failure,Fix oil leak,895,1679
bus,Volvo,B8R,2018,6,229390,petrol,automatic,6000,high,uneven brake wear,1,Seized caliper,Replace brake caliper,2653,4775
car,Kia,Cerato,2022,2,9698,hybrid,manual,1400,critical,"AC weak airflow, AC blows warm air",2,AC gas leak,Refill AC refrigerant,648,1189
car,Mercedes,Vito,2011,13,156388,petrol,manual,1400,medium,"AC compressor noise, AC clutch not engaging",2,Compressor clutch wear,Replace AC compressor,4743,8538
car,Peugeot,208,2006,18,113043,hybrid,manual,1600,medium,"grinding brake noise, steering wheel vibration, brake pedal vibration, brake vibration at high speed",4,Warped brake disc,Replace brake discs,2084,3473
bus,Mercedes,Vito,2016,8,22253,petrol,manual,5000,low,"burning smell, AC compressor noise, AC clutch not engaging",3,AC compressor failure,Replace AC compressor,2638,4748
truck,Ford,Focus,2022,2,281569,petrol,automatic,3000,low,"suspension noise, brake pedal vibration, brake pedal soft",3,Worn brake pads,Replace brake pads,910,1669
car,Renault,Megane,2009,15,321218,petrol,manual,2500,low,"alternator warning light, battery drains while driving, battery warning light",3,Alternator failure,Replace alternator,2304,4032
moto,Honda,CB500,2006,18,247141,petrol,manual,250,medium,car does not start,1,Battery cell failure,Replace battery,1323,2205
car,Volkswagen,Tiguan,2018,6,288375,petrol,automatic,1600,low,"engine hesitation on acceleration, poor fuel consumption",2,Injector seal failure,Replace fuel injectors,1642,3120
truck,Isuzu,N-Series,2015,9,116522,petrol,automatic,3000,low,"coolant overflow, visible radiator leak",2,Radiator crack,Replace radiator,1596,2702
car,Renault,Kangoo,2016,8,244452,petrol,manual,1200,critical,"poor fuel consumption, check engine light on, failed emissions test",3,Failed O2 sensor,Replace oxygen sensor,2176,3990
moto,Honda,Forza,2023,1,176940,diesel,manual,700,critical,"clutch slipping, burning smell when changing gears",2,Clutch pressure plate failure,Replace clutch kit,5713,9998
moto,Honda,CB500,2023,1,292696,diesel,manual,400,medium,"battery drains while driving, battery warning light, electrical accessories failing",3,Alternator belt wear,Replace alternator,2267,3968
truck,Mercedes,Vito,2014,10,42726,petrol,manual,3500,low,"uneven tire wear, suspension noise, nose dive when braking",3,Shock absorber oil leak,Replace shock absorbers,1351,2333
bus,Volvo,B8R,2021,3,88761,petrol,automatic,5000,critical,"clunking noise when turning, front end wandering",2,Ball joint socket failure,Replace ball joint,2023,3541
truck,Isuzu,N-Series,2024,0,346007,hybrid,manual,3500,critical,"engine wont start suddenly, ticking noise from engine top",2,Timing belt wear,Replace timing belt,4758,8419
truck,Ford,Kuga,2020,4,153188,hybrid,automatic,3000,high,"squeaking brakes, brake pedal vibration, suspension noise",3,Worn brake pads,Replace brake pads,1399,2565
car,Mercedes,A-Class,2020,4,37725,diesel,manual,2500,high,"clutch pedal spongy, clutch slipping",2,Worn clutch disc,Replace clutch kit,3750,6562
car,BMW,Serie 5,2005,19,217981,petrol,automatic,1600,medium,"AC not cooling, AC compressor noise, AC clutch not engaging, burning smell",4,AC compressor failure,Replace AC compressor,5099,9179
moto,Honda,CB500,2012,12,278025,petrol,manual,125,medium,heater not working,1,Thermostat valve failure,Replace thermostat,915,1626
car,BMW,Serie 3,2014,10,75290,diesel,automatic,1400,medium,"check engine light on, poor fuel consumption, black smoke from exhaust",3,Failed O2 sensor,Replace oxygen sensor,924,1695
car,Kia,Sportage,2009,15,67917,petrol,manual,2500,high,"brake vibration at high speed, grinding brake noise",2,Warped brake disc,Replace brake discs,2567,4279
truck,Isuzu,D-Max,2023,1,14159,hybrid,manual,4000,high,"poor fuel consumption, fuel smell in cabin, rough idle, engine hesitation on acceleration",4,Clogged fuel injector,Replace fuel injectors,1897,3604
truck,Isuzu,D-Max,2024,0,153959,diesel,automatic,6000,high,"steering wheel vibration, clunking noise when turning, suspension noise",3,Ball joint socket failure,Replace ball joint,1788,3129
moto,Yamaha,R3,2017,7,60540,petrol,manual,250,medium,"suspension noise, front end wandering, clunking noise when turning",3,Ball joint socket failure,Replace ball joint,1143,2001
bus,Isuzu,N-Series,2015,9,114211,hybrid,manual,5000,medium,"dim headlights, difficulty starting, battery warning light",3,Battery cell failure,Replace battery,981,1635
moto,Honda,CBR600,2020,4,168023,petrol,manual,400,medium,"battery drains while driving, battery warning light, alternator warning light, electrical accessories failing",4,Alternator failure,Replace alternator,2078,3637
car,Toyota,Land Cruiser,2023,1,93512,hybrid,manual,1000,low,"rough idle at startup, hard to start when cold",2,Fouled spark plugs,Replace spark plugs,369,738
moto,Yamaha,R3,2008,16,321525,diesel,manual,600,critical,"uneven brake wear, car pulls to one side when braking",2,Caliper hydraulic leak,Replace brake caliper,4344,7820
car,BMW,Serie 3,2015,9,61338,diesel,manual,1600,high,"coolant level dropping, sweet smell from engine, engine overheating",3,Cracked coolant hose,Fix coolant leak,1327,2433
car,Mercedes,Sprinter,2015,9,141956,hybrid,automatic,1000,medium,white smoke from exhaust,1,Overheating damage to gasket,Replace head gasket,7141,12498
moto,Yamaha,NMAX,2010,14,270063,diesel,automatic,250,low,"squeaking brakes, brake pedal soft, suspension noise",3,Brake pad degradation,Replace brake pads,1067,1957
moto,Honda,Forza,2015,9,99410,hybrid,automatic,600,high,alternator warning light,1,Alternator failure,Replace alternator,2513,4399
car,Dacia,Sandero,2005,19,41354,petrol,manual,1800,low,"AC compressor noise, burning smell",2,AC compressor failure,Replace AC compressor,3351,6032
car,Dacia,Duster,2017,7,147323,diesel,manual,1200,high,"coolant loss, engine overheating, coolant overflow",3,Radiator crack,Replace radiator,3085,5221
car,Ford,Transit,2018,6,176131,petrol,manual,1000,low,"rough idle, engine hesitation on acceleration, poor fuel consumption",3,Injector seal failure,Replace fuel injectors,1385,2632
car,Toyota,Hilux,2009,15,260976,hybrid,automatic,1600,critical,"clutch hard to press, clutch pedal spongy",2,Worn clutch disc,Replace clutch kit,7866,13766
car,Renault,Clio,2022,2,160571,petrol,automatic,1800,high,"low oil level warning, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1815,3404
moto,Yamaha,FZ6,2011,13,309877,petrol,manual,125,medium,"clutch pedal spongy, burning smell when changing gears, clutch slipping, clutch hard to press",4,Clutch pressure plate failure,Replace clutch kit,4469,7821
moto,Yamaha,NMAX,2021,3,10665,hybrid,manual,400,medium,"check engine light on, failed emissions test",2,O2 sensor contamination,Replace oxygen sensor,871,1597
car,Mercedes,E-Class,2024,0,344860,petrol,automatic,1200,high,"coolant puddle under car, sweet smell from engine, coolant level dropping, engine overheating",4,Cracked coolant hose,Fix coolant leak,1512,2772
moto,Yamaha,FZ6,2013,11,256011,diesel,automatic,400,high,engine slow to warm up,1,Thermostat valve failure,Replace thermostat,1140,2027
car,Toyota,Yaris,2008,16,168771,hybrid,automatic,1200,critical,alternator warning light,1,Alternator failure,Replace alternator,4016,7028
truck,Isuzu,NPR,2011,13,138870,diesel,automatic,3500,high,"car pulls to one side when braking, uneven brake wear, burning smell",3,Caliper hydraulic leak,Replace brake caliper,2575,4636
truck,Ford,Transit,2008,16,88939,hybrid,manual,6000,low,"AC clutch not engaging, AC compressor noise, AC not cooling, burning smell",4,Compressor clutch wear,Replace AC compressor,3389,6101
moto,Honda,CBR600,2016,8,117601,petrol,automatic,400,medium,"brake pedal vibration, steering wheel vibration, brake vibration at high speed",3,Warped brake disc,Replace brake discs,2048,3414
bus,Mercedes,C-Class,2010,14,172956,petrol,automatic,8000,low,"milky oil on dipstick, white smoke from exhaust",2,Blown head gasket,Replace head gasket,6299,11023
car,Dacia,Dokker,2021,3,211590,petrol,automatic,1000,high,"fuel smell in cabin, rough idle, poor fuel consumption",3,Clogged fuel injector,Replace fuel injectors,2567,4878
truck,Ford,Kuga,2018,6,136142,hybrid,automatic,6000,high,"engine overheating, heater not working, poor fuel consumption, engine slow to warm up",4,Stuck thermostat,Replace thermostat,1061,1887
moto,Honda,CRF,2022,2,51910,diesel,manual,600,medium,"burning smell when changing gears, clutch slipping, clutch hard to press",3,Worn clutch disc,Replace clutch kit,2703,4731
moto,Yamaha,FZ6,2010,14,201166,petrol,manual,400,low,"coolant overflow, coolant loss",2,Radiator crack,Replace radiator,2136,3615
moto,Yamaha,NMAX,2018,6,172110,petrol,automatic,400,high,"suspension noise, clunking noise when turning, steering wheel vibration",3,Ball joint wear,Replace ball joint,1876,3284
car,Kia,Picanto,2012,12,291409,diesel,manual,2000,critical,"AC weak airflow, AC not cooling, AC blows warm air",3,AC gas leak,Refill AC refrigerant,1098,2014
truck,Ford,Transit,2019,5,150837,petrol,automatic,4000,medium,"milky oil on dipstick, rough idle, coolant loss, white smoke from exhaust",4,Blown head gasket,Replace head gasket,6762,11835
car,Volkswagen,Caddy,2022,2,46737,diesel,automatic,1800,high,"gear slipping, transmission jerking, gear pops out",3,Gearbox bearing wear,Repair gearbox,6766,12565
